"X...ID";"ClassNr";"Grade";"Sex";"AgeW1";"ETH01";"ETH03";"EduLevel";"StateW16";"TypeD1";"AWB01W14";"CWB01W14";"MPT01W14";"INTGDW1";"INTGFW1";"INTGMW1";"INPD1W1";"INAD1W1";"INPD2W1";"INAD2W1";"INPF1W1";"INAF1W1";"INPF2W1";"INAF2W1";"INAL0W1";"INC01W13";"INF01W1";"INF02W1";"FBI01W1R";"FBI02W1";"IFI01W1";"IFI02W1";"FNr01W1";"NCompletedE1";"NCompletedE2";"donated";"DDPcomp";"intended";"numcompl";"PAF";"NAF";"SEEW14";"LONW14";"SRT14";"SCPW1";"MPSW1";"FQW1";"PRW14";"PMKW14";"ADSW14"
221;"3";"8";"Meisje";13.35247;"Nederland";"Nederlander";"Vwo (Atheneum/Gymnasium)";"completed";NA;4;5;"Ik heb een iPhone";"7 keer  per week";5;50;"7 dagen";"1 dag";"1 dag";"1 dag";6;1;1;1;NA;"multiple";994;4;7;6;4;4;5;111;95;0;1;1;94;3.85714285714286;3;4.5;1;3.33333333333333;3.66666666666667;2.6;4.25;2;3;2
18;"19";"8";"Meisje";13.26772;"Nederland";"Nederlander";"Vmbo";"completed";NA;7;1;"Ik heb een iPhone";"7 keer  per week";7;30;"7 dagen";"7 dagen";"Nooit";"7 dagen";7;1;1;2;"INAL3W1";"one";400;4;7;6;4;4;5;123;121;0;1;0;100;3.57142857142857;1.71428571428571;4.5;1;3.55555555555556;4;3;5;2;2.25;1
303;"2";"8";"Meisje";13.84823;"Nederland";"Nederlander";"Vwo (Atheneum/Gymnasium)";"completed";"smallgroup";6;9;"Ik heb een iPhone";"7 keer  per week";10;120;"7 dagen";"1 dag";"4 dagen";"6 dagen";8;1;1;5;NA;"none";308;1;7;7;2;3;15;61;82;1;1;1;81;4.57142857142857;1.42857142857143;4.5;1.6;3;2.33333333333333;2.2;5;3;3.25;2
129;"4";"8";"Meisje";13.26795;"Nederland";"Nederlander";"Havo";"completed";"other";4;8;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"5 keer  per week";3;5;"Nooit";"Nooit";"Nooit";"Nooit";0;0;0;0;"INAL1W1,INAL2W1,INAL3W1,INAL4W1";"none";229;3;NA;NA;5;3;5;92;104;1;1;1;100;2.85714285714286;2;2.75;1.8;3.88888888888889;4.33333333333333;2;5;4;4.5;1.5
268;"13";"8";"Jongen";13.7636;"Nederland";"Nederlander";"Vmbo";"completed";NA;7;1;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";6;20;"7 dagen";"1 dag";"1 dag";"1 dag";5;1;1;1;NA;"multiple";560;4;7;5;5;3;20;94;NA;0;1;0;88;4.14285714285714;1.28571428571429;4.25;1;3.11111111111111;5.33333333333333;3.4;4.75;2;2.75;1
90;"16";"8";"Meisje";13.26829;"Nederland";"Nederlander";"Vmbo";"completed";NA;7;1;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"4 keer  per week";3;5;"2 dagen";"1 dag";"Nooit";"Nooit";2;2;0;0;"INAL3W1";"none";141;1;7;6;1;1;18;116;97;0;1;1;100;5;1.14285714285714;5;1.8;4.55555555555556;1;1;5;2;5;1
51;"3";"8";"Meisje";13.01573;"Nederland";"Nederlander";"Vwo (Atheneum/Gymnasium)";"completed";"smallgroup";5;6;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";2;20;"7 dagen";"Nooit";"Nooit";"Nooit";2;0;0;0;"INAL2W1";"none";35;1;NA;NA;2;1;5;102;114;1;1;1;100;3.28571428571429;2.42857142857143;2.75;3.2;3.66666666666667;5.33333333333333;1.8;3.5;2;2;2
311;"19";"8";"Meisje";13.18285;"Nederland";"Nederlander";"Vmbo";"completed";NA;6;8;"Ik heb een iPhone";"7 keer  per week";2;5;"7 dagen";"3 dagen";"7 dagen";"2 dagen";3;1;2;1;NA;"multiple";550;3;7;6;4;3;15;55;54;0;1;0;87;4.14285714285714;2.28571428571429;3.75;1.2;3;3;2.8;4.25;4;3;2.25
132;"20";"8";"Jongen";13.76338;"Nederland";"Nederlander";"Vwo (Atheneum/Gymnasium)";"completed";NA;6;1;"Ik heb een iPhone";"7 keer  per week";2;10;"7 dagen";"Nooit";"Nooit";"Nooit";2;0;0;0;"INAL5W1";"none";150;1;NA;NA;NA;NA;6;109;104;0;1;0;93;4;2;4.5;1;3.33333333333333;1.33333333333333;1.4;4;2;2.5;3
12;"27";"8";"Jongen";13.76348;"Nederland";"Nederlander";"Havo";"completed";NA;6;8;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";2;30;"7 dagen";"Nooit";"Nooit";"Nooit";2;0;0;0;"INAL3W1,INAL4W1";"none";150;1;NA;NA;1;1;30;113;111;0;1;0;94;4;1.28571428571429;4.5;1.2;3.77777777777778;1;2;4.5;4;2.75;1.25
168;"25";"8";"Jongen";14.01563;"Nederland";"Nederlander";"Vmbo";"completed";NA;7;1;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"Minder dan  1 dag  per week";2;10;"Nooit";"Nooit";"2 dagen";"1 dag";0;0;1;1;"INAL1W1";"one";200;1;8;NA;2;1;5;101;29;0;1;0;94;4.71428571428571;1.57142857142857;5;1;3.33333333333333;2.33333333333333;2.8;5;4;4.5;1.5
163;"16";"8";"Meisje";13.10129;"Nederland";"Nederlander";"Vmbo";"completed";"smallgroup";7;1;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";4;30;"6 dagen";"1 dag";"1 dag";"2 dagen";2;1;1;1;NA;"none";480;2;8;NA;4;2;5;98;64;1;1;1;100;3.85714285714286;2;4.75;1.2;3.55555555555556;3;2.2;4;2;2.75;3
360;"3";"8";"Meisje";13.60163;"Nederland";"Nederlander";"Vwo (Atheneum/Gymnasium)";"completed";"other";6;8;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";4;30;"7 dagen";"1 dag";"7 dagen";"7 dagen";4;1;2;2;NA;"multiple";400;1;7;7;1;1;3;75;70;1;1;1;100;3.71428571428571;2.28571428571429;4.5;2.8;3.33333333333333;2;1.8;5;3;3;1
95;"19";"8";"Meisje";13.93302;"Nederland";"Nederlander";"Vmbo";"completed";"public";7;1;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";5;60;"7 dagen";"1 dag";"1 dag";"2 dagen";10;2;5;10;NA;"multiple";900;1;9;7;7;1;12;119;95;1;1;1;95;4.14285714285714;1;5;1;4.55555555555556;1;2.8;4.75;3;4;1
322;"4";"8";"Jongen";13.10094;"Nederland";"Nederlander";"Havo";"completed";NA;5;6;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";2;15;"7 dagen";"Nooit";"Nooit";"Nooit";2;0;0;0;"INAL2W1";"none";150;1;NA;NA;4;1;10;81;50;0;1;0;88;3.71428571428571;1.42857142857143;4.75;1.6;4;2.66666666666667;2;4.75;5;3.75;2.25
111;"3";"8";"Meisje";13.51949;"Nederland";"Nederlander";"Havo";"completed";NA;6;9;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";4;30;"7 dagen";"1 dag";"Nooit";"1 dag";2;1;0;1;"INAL3W1";"one";450;3;7;5;5;6;11;92;90;0;1;0;90;4.28571428571429;2.85714285714286;4.75;4.2;3.22222222222222;3.33333333333333;2.6;4;2;3.25;1
358;"15";"8";"Meisje";13.18285;"Nederland";"Nederlander";"Vwo (Atheneum/Gymnasium)";"completed";NA;7;1;"Ik heb een iPhone";"7 keer  per week";20;120;"7 dagen";"3 dagen";"1 dag";"5 dagen";50;1;1;5;NA;"multiple";600;2;6;4;4;2;20;58;58;0;1;0;94;2.42857142857143;2.85714285714286;4.5;2;2.44444444444444;2.66666666666667;3.8;3;3;2.5;3.25
157;"2";"8";"Meisje";13.35272;"Nederland";"Nederlander";"Vwo (Atheneum/Gymnasium)";"completed";"other";5;8;"Ik heb een iPhone";"7 keer  per week";5;60;"6 dagen";"Nooit";"1 dag";"3 dagen";3;0;1;1;"INAL2W1";"multiple";420;2;6;3;3;2;6;119;116;1;1;1;100;2.71428571428571;2.14285714285714;3.75;1.4;3.66666666666667;3.66666666666667;2;4.25;1;3;1.5
17;"3";"8";"Meisje";13.35248;"Nederland";"Nederlander";"Vwo (Atheneum/Gymnasium)";"completed";"smallgroup";4;5;"Ik heb een iPhone";"7 keer  per week";3;60;"7 dagen";"1 dag";"7 dagen";"7 dagen";3;1;4;4;NA;"none";305;1;7;7;4;1;5;116;116;1;1;1;100;2.57142857142857;3.28571428571429;2;2.6;3.66666666666667;1.66666666666667;2;4;3;2.25;4.5
188;"20";"8";"Jongen";13.26782;"Nederland";"Nederlander";"Vwo (Atheneum/Gymnasium)";"completed";NA;6;9;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";5;30;"7 dagen";"Nooit";"Nooit";"Nooit";5;0;0;0;"INAL2W1";"none";400;1;NA;NA;2;1;6;114;118;0;1;1;100;3.57142857142857;2.14285714285714;4.5;1;3.55555555555556;4;2.2;4.5;1;3;1
63;"27";"8";"Jongen";13.18327;"Nederland";"Nederlander";"Havo";"completed";NA;5;8;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";4;30;"6 dagen";"Nooit";"7 dagen";"2 dagen";2;1;1;1;"INAL2W1";"none";240;2;8;NA;4;4;12;121;112;0;1;0;100;4.57142857142857;1.28571428571429;4.25;1.8;3.55555555555556;2.66666666666667;2;4.75;4;3;2.5
300;"27";"8";"Jongen";14.01547;"Nederland";"Nederlander";"Havo";"completed";NA;6;9;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";5;20;"1 dag";"Nooit";"Nooit";"1 dag";4;0;0;1;"INAL2W1,INAL3W1";"none";430;1;7;7;2;1;9;91;91;0;1;0;100;4.57142857142857;1.42857142857143;4.5;1;4;1;2;3.25;4;2;1
169;"13";"8";"Jongen";14.3524;"Nederland";"Nederlander";"Vmbo";"completed";NA;6;9;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"Nooit";0;0;"7777";"7777";"7777";"9999";7777;7777;7777;7777;NA;"none";7777;NA;NA;NA;NA;NA;5;79;83;0;1;0;94;3.85714285714286;1.57142857142857;4.75;2.4;3.11111111111111;2.66666666666667;1.8;4.25;1;3.5;1
69;"16";"8";"Meisje";14.1006;"Nederland";"Nederlander";"Vmbo";"completed";NA;6;8;"Ik heb een iPhone";"7 keer  per week";10;30;"7 dagen";"Nooit";"Nooit";"1 dag";5;0;0;1;"INAL2W1,INAL3W1";"none";800;1;9;5;5;1;20;91;85;0;1;0;81;3.42857142857143;1.42857142857143;4.5;1;3.66666666666667;1;2.2;4.5;1;4.5;1.25
40;"16";"8";"Jongen";13.52017;"Nederland";"Nederlander";"Vmbo";"completed";NA;5;7;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";5;30;"7 dagen";"Nooit";"1 dag";"1 dag";7;0;0;1;"INAL5W1";"one";416;2;7;6;4;4;15;121;118;0;1;0;100;3.71428571428571;2;3.75;1.4;2.77777777777778;3;3;3.5;3;3;1.25
13;"19";"8";"Jongen";14.01517;"Nederland";"Nederlander";"Vmbo";"completed";NA;6;9;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";3;20;"7 dagen";"1 dag";"Nooit";"Nooit";3;1;0;0;"INAL5W1";"none";100;2;8;NA;3;3;6;108;84;0;1;0;88;3;1.71428571428571;4.5;1;2.44444444444444;3;2.6;3.5;1;3;2
213;"27";"8";"Meisje";13.76349;"Nederland";"Nederlander";"Havo";"completed";NA;5;7;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";10;45;"7 dagen";"1 dag";"3 dagen";"3 dagen";10;1;3;3;NA;"none";70;1;7;7;4;4;2;87;26;0;1;0;95;4;2.14285714285714;3.5;2;3.66666666666667;2.33333333333333;3.8;4.75;2;3.5;2
183;"13";"8";"Jongen";13.52009;"Nederland";"Nederlander";"Vmbo";"completed";NA;7;9;"Ik heb een iPhone";"7 keer  per week";5;5;"7 dagen";"1 dag";"1 dag";"4 dagen";4;1;1;3;NA;"none";300;4;6;6;6;5;20;99;35;0;1;0;89;4.42857142857143;1.57142857142857;5;1.8;3.11111111111111;2;3;4.5;3;3.75;2
113;"16";"8";"Meisje";13.4353;"Nederland";"Nederlander";"Vmbo";"completed";NA;7;1;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"2 keer  per week";2;30;"3 dagen";"1 dag";"Nooit";"Nooit";1;1;0;0;"INAL3W1,INAL4W1";"none";115;1;7;7;1;1;7;93;15;0;1;1;100;3.71428571428571;1.42857142857143;4.5;1.8;4.11111111111111;2.66666666666667;1.6;4.75;3;2.25;1.25
371;"20";"8";"Jongen";13.84832;"Nederland";"Nederlander";"Vwo (Atheneum/Gymnasium)";"attrition";NA;NA;NA;NA;"7 keer  per week";5;30;"7 dagen";"Nooit";"1 dag";"1 dag";5;0;1;1;"INAL2W1";"one";370;3;8;NA;4;4;6;65;NA;0;0;0;44;3.71428571428571;2.14285714285714;NA;NA;NA;4;2.2;4.75;0;NA;NA
175;"16";"8";"Meisje";13.35316;"Nederland";"Nederlander";"Vmbo";"completed";NA;6;8;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";5;30;"7 dagen";"2 dagen";"4 dagen";"1 dag";5;2;1;1;NA;"one";370;2;7;6;5;3;7;120;106;0;0;1;99;4;1.42857142857143;5;2.4;3.66666666666667;3.33333333333333;1.8;4.5;2;3;1
116;"4";"8";"Meisje";13.35282;"Nederland";"Nederlander";"Havo";"completed";"public";4;5;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";8;50;"7 dagen";"7 dagen";"7 dagen";"2 dagen";3;2;3;1;NA;"multiple";590;4;6;7;6;4;20;59;111;1;1;1;98;3.42857142857143;2.57142857142857;3;2;3.44444444444444;4.33333333333333;2;5;5;2.75;2
57;"27";"8";"Jongen";13.7636;"Nederland";"Nederlander";"Havo";"completed";"smallgroup";7;1;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"Minder dan  1 dag  per week";2;10;"1 dag";"Nooit";"1 dag";"Nooit";1;1;1;1;"INAL2W1,INAL4W1";"none";120;2;NA;NA;1;1;18;49;35;1;1;1;68;4.42857142857143;2.28571428571429;5;2.6;3.66666666666667;4.66666666666667;1.8;4.25;5;3;3
283;"29";"8";"Jongen";14.2675;"Nederland";"Nederlander";"Vmbo";"completed";"other";6;8;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";5;12;"7 dagen";"Nooit";"Nooit";"1 dag";3;0;0;2;"INAL3W1";"one";350;1;7;6;1;1;13;44;70;1;1;1;92;4.57142857142857;1.57142857142857;4.5;1;3.88888888888889;4;2.2;4.5;3;2;1
315;"16";"8";"Meisje";13.52018;"Nederland";"Nederlander";"Vmbo";"completed";NA;7;1;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";7;20;"7 dagen";"Nooit";"Nooit";"1 dag";5;0;0;1;"INAL2W1";"none";570;1;9;6;5;2;15;118;106;0;0;1;99;3.42857142857143;1.42857142857143;3.75;1;3.33333333333333;1;1.8;4;1;2;3
374;"3";"8";"Jongen";12.93366;"Nederland";"Nederlander";"Havo";"completed";NA;5;8;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";5;60;"7 dagen";"1 dag";"1 dag";"1 dag";5;2;5;2;NA;"one";650;2;7;6;1;1;6;104;53;0;1;0;100;3.71428571428571;2.57142857142857;4.25;1;2.77777777777778;2.33333333333333;3.2;4.5;5;3.75;1
171;"15";"8";"Jongen";13.43474;"Nederland";"Nederlander";"Vwo (Atheneum/Gymnasium)";"completed";"smallgroup";6;9;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"4 keer  per week";2;5;"2 dagen";"1 dag";"1 dag";"1 dag";2;1;2;1;NA;"none";290;1;8;NA;5;1;9;120;112;1;1;1;100;4;2;4.75;1;3;2.33333333333333;2.2;4.5;2;4;1
19;"4";"8";"Meisje";13.93325;"Nederland";"Nederlander";"Havo";"completed";"public";5;7;"Ik heb een iPhone";"7 keer  per week";4;30;"7 dagen";"1 dag";"2 dagen";"1 dag";3;1;1;1;NA;"none";250;2;6;6;4;4;810;92;85;1;1;1;88;3.28571428571429;1.71428571428571;4.5;1;3.11111111111111;4;2.2;5;5;2.75;2
44;"22";"8";"Meisje";13.43505;"Nederland";"Nederlander";"Havo";"completed";NA;6;8;"Ik heb een iPhone";"5 keer  per week";5;15;"4 dagen";"1 dag";"3 dagen";"2 dagen";5;1;2;1;NA;"none";420;1;6;6;2;2;50;92;98;0;0;1;99;4;1.71428571428571;4.25;1.4;3.88888888888889;3;2.6;4.75;0;4;1.75
235;"3";"8";"Jongen";13.35248;"Nederland";"Nederlander";"Vwo (Atheneum/Gymnasium)";"completed";NA;4;6;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";2;25;"7 dagen";"Nooit";"Nooit";"1 dag";2;0;0;3;"INAL3W1";"none";400;1;9;5;4;2;15;105;75;0;1;0;100;3.57142857142857;2.42857142857143;3.5;2.2;3.33333333333333;2;2;4.5;2;2.25;2
66;"15";"8";"Jongen";13.26773;"Nederland";"Nederlander";"Vwo (Atheneum/Gymnasium)";"completed";"smallgroup";7;1;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"1 keer  per week";1;5;"1 dag";"Nooit";"1 dag";"Nooit";1;0;1;0;"INAL2W1";"none";210;2;NA;NA;3;2;5;108;97;1;1;1;100;4.71428571428571;1.14285714285714;5;1;4.77777777777778;1.66666666666667;1.4;4.25;2;3.75;1
102;"4";"8";"Jongen";13.18304;"Nederland";"Nederlander";"Havo";"completed";"public";3;4;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";6;60;"7 dagen";"1 dag";"2 dagen";"3 dagen";4;1;3;3;NA;"none";250;4;6;5;4;5;10;83;70;1;1;1;100;3.42857142857143;2.85714285714286;3;1.8;2;6.33333333333333;3.2;3.25;5;1.75;4
106;"22";"8";"Meisje";13.68693;"Nederland";"Nederlander";"Havo";"completed";NA;6;7;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";5;60;"7 dagen";"1 dag";"1 dag";"Nooit";5;1;1;0;"INAL4W1";"one";620;3;6;6;4;4;3;119;114;0;0;1;99;3.85714285714286;2.57142857142857;3.25;3;3.33333333333333;3;3;4.5;0;2.5;1
200;"3";"8";"Meisje";13.84802;"Nederland";"Nederlander";"Havo";"completed";NA;6;9;"Ik heb een iPhone";"7 keer  per week";3;30;"7 dagen";"1 dag";"2 dagen";"2 dagen";3;1;1;1;NA;"one";450;4;7;7;6;3;15;110;105;0;1;0;100;4;1.85714285714286;4.5;1;3.77777777777778;4;2;5;3;3;1
353;"15";"8";"Meisje";14.26704;"Nederland";"Nederlander";"Vwo (Atheneum/Gymnasium)";"completed";NA;5;6;"Ik heb een iPhone";"7 keer  per week";10;30;"7 dagen";"1 dag";"4 dagen";"4 dagen";10;1;2;2;NA;"one";400;4;6;6;5;5;15;107;75;0;1;0;100;3.42857142857143;1.57142857142857;3.75;1.8;3.55555555555556;5.33333333333333;2.6;4.5;1;2.25;1.5
226;"2";"8";"Meisje";13.60186;"Nederland";"Nederlander";"Vwo (Atheneum/Gymnasium)";"completed";NA;6;9;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";3;15;"7 dagen";"Nooit";"1 dag";"Nooit";4;0;1;0;"INAL2W1,INAL4W1";"none";190;3;NA;NA;5;4;12;107;109;0;1;0;100;3.85714285714286;1.85714285714286;4.5;1.8;4.11111111111111;2.66666666666667;2.2;4.5;3;3.75;1.25
104;"4";"8";"Jongen";13.84837;"Nederland";"Nederlander";"Havo";"completed";NA;6;7;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";1;5;"7 dagen";"Nooit";"Nooit";"Nooit";1;0;0;0;"INAL3W1";"none";100;1;NA;NA;NA;NA;10;105;116;0;1;0;100;3.57142857142857;1.14285714285714;4;1;3.77777777777778;3;2;4.5;1;2.5;1
255;"22";"8";"Meisje";14.35223;"Nederland";"Nederlander";"Havo";"completed";NA;3;4;"Ik heb een iPhone";"7 keer  per week";5;20;"Nooit";"1 dag";"7 dagen";"7 dagen";0;0;1;1;"INAL5W1";"multiple";2000;4;6;6;4;4;20;70;3;0;0;0;98;3;2.57142857142857;3;3.6;2.88888888888889;4.33333333333333;2.2;4;2;3.5;3.25
195;"13";"8";"Meisje";13.60224;"Nederland";"Nederlander";"Vmbo";"completed";NA;7;1;"Ik heb een iPhone";"7 keer  per week";2;10;"7 dagen";"Nooit";"Nooit";"1 dag";2;0;0;1;"INAL3W1";"one";250;4;8;NA;1;4;2;114;97;0;1;0;100;4.57142857142857;1.14285714285714;5;2;3.66666666666667;2;2.4;5;2;3.5;1
379;"9";"8";"Meisje";13.35317;"Nederland";"Nederlander";"Vmbo";"completed";NA;5;8;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"4 keer  per week";3;10;"7 dagen";"1 dag";"2 dagen";"3 dagen";2;1;1;2;NA;"multiple";200;1;7;7;4;1;7;99;40;0;0;1;69;4.42857142857143;2.71428571428571;3.75;2.8;2.88888888888889;2.66666666666667;2.4;4.5;4;2.5;2.5
336;"15";"8";"Meisje";14.01515;"Nederland";"Nederlander";"Vwo (Atheneum/Gymnasium)";"completed";NA;6;8;"Ik heb een iPhone";"7 keer  per week";6;75;"7 dagen";"Nooit";"1 dag";"1 dag";6;0;2;2;"INAL5W1";"none";100;1;4;4;5;4;7;120;121;0;1;0;100;3.71428571428571;2.57142857142857;3.25;2.8;3.11111111111111;5;2.8;3.5;0;3;1.5
263;"2";"8";"Meisje";13.43484;"Nederland";"Nederlander";"Vwo (Atheneum/Gymnasium)";"completed";NA;7;1;"Ik heb een iPhone";"7 keer  per week";7;35;"7 dagen";"1 dag";"3 dagen";"4 dagen";7;1;2;5;NA;"one";200;3;7;6;4;3;11;83;86;0;1;0;100;3.57142857142857;1.85714285714286;4.25;2;3.88888888888889;2;2.4;4.5;0;4;1.25
75;"4";"8";"Meisje";14.01538;"Nederland";"Nederlander";"Havo";"completed";"other";6;8;"Ik heb een iPhone";"7 keer  per week";4;5;"7 dagen";"2 dagen";"7 dagen";"2 dagen";4;2;3;1;NA;"one";538;1;6;6;4;1;9;117;109;1;1;1;100;4;2.71428571428571;3.75;1.6;4;3.66666666666667;2;5;3;4;1
142;"22";"8";"Meisje";13.26805;"Nederland";"Nederlander";"Havo";"completed";NA;7;9;"Ik heb een iPhone";"7 keer  per week";8;60;"7 dagen";"Nooit";"Nooit";"2 dagen";6;0;0;1;"INAL2W1,INAL3W1";"none";400;4;8;NA;5;4;2;94;81;0;0;1;98;3.14285714285714;2.42857142857143;3.75;1.2;3.55555555555556;5.33333333333333;1.8;4.25;4;3.5;2
