"X...ID";"ClassNr";"Grade";"Sex";"AgeW1";"ETH01";"ETH03";"EduLevel";"StateW16";"TypeD1";"AWB01W14";"CWB01W14";"MPT01W14";"INTGDW1";"INTGFW1";"INTGMW1";"INPD1W1";"INAD1W1";"INPD2W1";"INAD2W1";"INPF1W1";"INAF1W1";"INPF2W1";"INAF2W1";"INAL0W1";"INC01W13";"INF01W1";"INF02W1";"FBI01W1R";"FBI02W1";"IFI01W1";"IFI02W1";"FNr01W1";"NCompletedE1";"NCompletedE2";"donated";"DDPcomp";"intended";"numcompl";"PAF";"NAF";"SEEW14";"LONW14";"SRT14";"SCPW1";"MPSW1";"FQW1";"PRW14";"PMKW14";"ADSW14"
178;"20";"8";"Jongen";13.84826;"Nederland";"Nederlander";"Vwo (Atheneum/Gymnasium)";"completed";"public";6;8;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"6 keer  per week";3;30;"7 dagen";"Nooit";"1 dag";"Nooit";3;0;1;0;"INAL5W1";"none";250;1;NA;NA;NA;NA;6;113;114;1;0;1;99;3.57142857142857;2.42857142857143;4.25;1;3.88888888888889;2;2;4.5;5;2;2
346;"4";"8";"Meisje";15.43356;"Anders";"Anders";"Havo";"completed";"other";4;5;"Ik heb een iPhone";"2 keer  per week";1;13;"2 dagen";"Nooit";"2 dagen";"Nooit";2;0;2;0;"INAL2W1";"none";10;2;NA;NA;2;2;2;83;74;1;1;1;88;2.57142857142857;2.57142857142857;2.25;4;3.44444444444444;2.33333333333333;2.2;3.5;4;2.75;3.5
261;"25";"8";"Jongen";14.35237;"Nederland";"Nederlander";"Vmbo";"completed";NA;7;9;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";5;15;"7 dagen";"Nooit";"1 dag";"Nooit";5;0;1;0;"INAL2W1";"one";130;2;NA;NA;4;1;5;61;26;0;1;0;100;3.42857142857143;1.57142857142857;4.25;2;3.33333333333333;1.66666666666667;3;4;1;2;2.75
377;"3";"8";"Meisje";13.35247;"Nederland";"Nederlander";"Vwo (Atheneum/Gymnasium)";"completed";"public";6;1;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";4;60;"7 dagen";"Nooit";"1 dag";"1 dag";6;0;1;1;"INAL2W1";"one";215;1;8;NA;2;1;20;103;105;1;1;1;100;3.71428571428571;3.28571428571429;4.5;1.6;3.88888888888889;1;1.8;4.5;3;4.75;1.5
23;"20";"8";"Meisje";13.01584;"Nederland";"Nederlander";"Vwo (Atheneum/Gymnasium)";"completed";"smallgroup";7;1;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"3 keer  per week";2;7;"1 dag";"Nooit";"Nooit";"Nooit";1;0;0;0;"INAL2W1,INAL3W1,INAL4W1";"one";270;4;NA;NA;6;5;10;112;111;1;1;1;100;3.14285714285714;1.42857142857143;5;1.4;4.44444444444444;4;1.8;4.25;2;2.75;1
304;"4";"8";"Jongen";13.76352;"Nederland";"Nederlander";"Havo";"completed";"smallgroup";7;1;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"6 keer  per week";3;10;"4 dagen";"1 dag";"1 dag";"1 dag";2;1;1;1;NA;"none";150;1;6;7;2;2;4;113;102;1;1;1;100;4.42857142857143;1.57142857142857;5;1;4.77777777777778;1.66666666666667;1.2;3.75;4;2.75;1
307;"20";"8";"Meisje";13.4346;"Nederland";"Nederlander";"Vwo (Atheneum/Gymnasium)";"completed";NA;5;7;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";5;20;"7 dagen";"Nooit";"1 dag";"1 dag";5;0;1;1;"INAL2W1";"none";150;3;8;NA;7;5;12;112;113;0;1;0;100;3.85714285714286;2.14285714285714;4.5;1;3.22222222222222;2.66666666666667;2.2;4.5;1;3;1.5
55;"15";"8";"Meisje";13.84815;"Nederland";"Nederlander";"Vwo (Atheneum/Gymnasium)";"completed";"smallgroup";6;8;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";8;45;"7 dagen";"Nooit";"2 dagen";"2 dagen";8;0;2;2;"INAL2W1";"none";398;3;6;5;4;4;8;108;105;1;0;1;93;4.85714285714286;1.42857142857143;3.75;2.2;3.66666666666667;2.66666666666667;2.4;3.75;3;2.5;2.75
272;"4";"8";"Meisje";14.10026;"Nederland";"Nederlander";"Havo";"completed";NA;2;2;"Ik heb een iPhone";"7 keer  per week";15;60;"7 dagen";"2 dagen";"Nooit";"Nooit";10;1;0;0;"INAL3W1";"none";420;3;7;6;4;3;4;108;91;0;1;0;100;3.71428571428571;3.28571428571429;3.5;2.8;2.66666666666667;3.66666666666667;2.4;4.75;2;2.25;3.5
237;"25";"8";"Jongen";13.43519;"Nederland";"Nederlander";"Vmbo";"completed";NA;5;6;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"3 keer  per week";2;5;"2 dagen";"Nooit";"2 dagen";"1 dag";5;0;5;5;"INAL5W1";"none";150;1;8;NA;1;1;5;89;72;0;1;0;100;3.14285714285714;3.14285714285714;3.5;2.8;3.33333333333333;3;1.6;3;2;2.75;1.5
334;"16";"8";"Jongen";13.76384;"Nederland";"Nederlander";"Vmbo";"attrition";NA;7;1;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";3;45;"7 dagen";"Nooit";"Nooit";"Nooit";1;0;0;0;"INAL2W1,INAL3W1";"none";304;1;NA;NA;5;4;12;121;42;0;0;0;94;4.57142857142857;1.28571428571429;4.5;1;2.66666666666667;1;2;3.75;0;1;1
162;"3";"8";"Jongen";13.51948;"Nederland";"Nederlander";"Vwo (Atheneum/Gymnasium)";"attrition";NA;NA;NA;NA;"7 keer  per week";6;180;"7 dagen";"1 dag";"1 dag";"1 dag";4;1;1;1;NA;"none";980;3;8;NA;3;1;15;91;NA;0;0;0;78;3.85714285714286;1.85714285714286;NA;NA;NA;2;3;4.5;0;NA;NA
130;"15";"8";"Jongen";14.01516;"Nederland";"Nederlander";"Vwo (Atheneum/Gymnasium)";"completed";"other";6;8;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";15;30;"7 dagen";"Nooit";"Nooit";"Nooit";10;0;0;0;"INAL5W1";"none";250;1;NA;NA;NA;NA;5;95;99;1;1;1;100;3.85714285714286;1.42857142857143;4.5;1.6;3.44444444444444;2.33333333333333;2.8;3.5;1;2;4
373;"20";"8";"Meisje";13.60182;"Nederland";"Nederlander";"Vwo (Atheneum/Gymnasium)";"completed";NA;6;1;"Ik heb een iPhone";"7 keer  per week";3;15;"7 dagen";"1 dag";"1 dag";"1 dag";3;1;1;1;NA;"none";470;2;7;7;7;2;3;85;28;0;1;0;100;4.14285714285714;1.85714285714286;4.5;1.4;4.33333333333333;2;2.4;4.5;2;4;1
3;"4";"8";"Jongen";13.60197;"Nederland";"Nederlander";"Havo";"completed";NA;6;8;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";3;20;"7 dagen";"1 dag";"2 dagen";"3 dagen";3;1;1;3;NA;"none";160;2;8;NA;1;3;15;87;103;0;0;1;91;4.28571428571429;1.85714285714286;4.75;2.6;4.22222222222222;2.66666666666667;1.6;3.25;3;1;2
177;"22";"8";"Meisje";13.60206;"Nederland";"Nederlander";"Havo";"completed";NA;6;6;"Ik heb een iPhone";"7 keer  per week";7;70;"7 dagen";"1 dag";"Nooit";"1 dag";3;1;0;1;"INAL3W1";"none";315;4;6;5;6;4;7;113;105;0;1;0;100;3.28571428571429;2.42857142857143;2.5;2.6;3.66666666666667;3.33333333333333;2.8;3.75;1;2.75;2.25
94;"9";"8";"Meisje";13.6872;"Nederland";"Nederlander";"Vmbo";"completed";"public";4;5;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";12;60;"7 dagen";"2 dagen";"7 dagen";"7 dagen";20;1;6;3;NA;"one";650;1;8;NA;5;1;10;120;79;1;1;1;100;2.57142857142857;2.71428571428571;2.25;1.4;2.66666666666667;2;3.8;4;1;2.25;3.25
29;"20";"8";"Meisje";13.35268;"Nederland";"Nederlander";"Vwo (Atheneum/Gymnasium)";"completed";NA;4;7;"Ik heb een iPhone";"7 keer  per week";7;120;"7 dagen";"1 dag";"7 dagen";"7 dagen";10;2;20;20;NA;"one";500;4;5;4;6;4;2;115;92;0;1;0;100;3.14285714285714;3.85714285714286;3.25;3.4;3.44444444444444;4.66666666666667;2.8;4;3;3;2.25
217;"4";"8";"Meisje";13.84838;"Nederland";"Nederlander";"Havo";"completed";"other";5;8;"Ik heb een iPhone";"7 keer  per week";4;40;"7 dagen";"1 dag";"Nooit";"5 dagen";3;1;0;4;"INAL3W1";"multiple";450;4;6;5;5;3;6;110;87;1;0;1;99;3.57142857142857;2.85714285714286;4.25;1.8;3.22222222222222;2.66666666666667;2.6;3.75;2;3.75;2.25
208;"22";"8";"Meisje";13.60207;"Nederland";"Nederlander";"Havo";"completed";"other";7;1;"Ik heb een iPhone";"7 keer  per week";6;35;"7 dagen";"Nooit";"1 dag";"1 dag";7;0;1;2;"INAL2W1";"one";397;1;8;NA;3;1;5;83;39;1;1;1;78;4.28571428571429;1.57142857142857;3.25;1;4.11111111111111;3.66666666666667;1.4;5;5;4;1
363;"13";"8";"Jongen";14.26752;"Nederland";"Nederlander";"Vmbo";"completed";NA;5;7;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";10;20;"7 dagen";"1 dag";"7 dagen";"7 dagen";10;1;3;5;NA;"none";100;1;7;7;7;1;6;83;27;0;0;1;100;4.71428571428571;2.85714285714286;4.5;2;3.88888888888889;2.33333333333333;1.8;3.75;5;2.25;2.25
191;"3";"8";"Anders";13.76316;"Nederland";"Nederlander";"Vwo (Atheneum/Gymnasium)";"completed";"smallgroup";4;4;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";5;150;"7 dagen";"7 dagen";"7 dagen";"7 dagen";4;2;15;6;NA;"multiple";1285;2;5;5;2;1;3;125;126;1;1;1;100;2.71428571428571;3.85714285714286;1.75;3.8;3.11111111111111;2.33333333333333;2.8;4.25;0;2.5;3.5
47;"20";"8";"Jongen";13.26784;"Nederland";"Nederlander";"Vwo (Atheneum/Gymnasium)";"completed";NA;6;8;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";6;5;"7 dagen";"Nooit";"6 dagen";"5 dagen";6;0;3;4;"INAL2W1";"none";210;1;8;NA;1;1;18;123;115;0;1;0;85;3.71428571428571;1.57142857142857;5;1;3.88888888888889;1.33333333333333;2;4.75;0;2.75;3
259;"22";"8";"Meisje";13.68694;"Nederland";"Nederlander";"Havo";"completed";NA;7;1;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";3;90;"7 dagen";"Nooit";"Nooit";"4 dagen";2;0;0;2;"INAL2W1";"multiple";500;4;6;5;4;3;3;118;101;0;1;1;100;3.42857142857143;2.85714285714286;4.75;1.4;3.77777777777778;3.66666666666667;2;4.75;2;3.25;1
308;"9";"8";"Meisje";13.26834;"Nederland";"Nederlander";"Vmbo";"completed";"smallgroup";7;1;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"Minder dan  1 dag  per week";1;10;"1 dag";"1 dag";"Nooit";"Nooit";1;1;0;0;"INAL5W1";"none";94;1;8;NA;1;1;15;80;22;1;1;1;100;4.42857142857143;1.85714285714286;5;1.2;4.77777777777778;1;1;5;5;5;1
184;"3";"8";"Meisje";13.10059;"Nederland";"Nederlander";"Vwo (Atheneum/Gymnasium)";"completed";"public";6;7;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";10;30;"7 dagen";"Nooit";"7 dagen";"3 dagen";10;0;1;0;"INAL2W1";"one";350;2;9;7;4;2;15;102;102;1;1;1;100;3.14285714285714;2.71428571428571;4;1.4;3.22222222222222;2;1.6;3.5;2;2.25;1
227;"19";"8";"Meisje";13.43473;"Nederland";"Nederlander";"Vmbo";"completed";NA;7;1;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";6;30;"7 dagen";"1 dag";"Nooit";"1 dag";2;1;0;1;"INAL5W1";"none";431;6;7;6;5;5;3;115;113;0;1;1;100;3.42857142857143;2.28571428571429;3.75;2.8;3;4.66666666666667;2.2;4;0;3.25;2
144;"2";"8";"Meisje";13.01595;"Nederland";"Nederlander";"Vwo (Atheneum/Gymnasium)";"completed";NA;6;8;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";6;45;"7 dagen";"4 dagen";"3 dagen";"3 dagen";7;2;3;3;NA;"one";450;2;8;NA;4;2;10;111;100;0;1;0;95;3.85714285714286;2.28571428571429;4.75;1.2;3.77777777777778;2.33333333333333;3;4.75;0;5;1
265;"4";"8";"Jongen";13.93325;"Nederland";"Nederlander";"Havo";"completed";"smallgroup";4;5;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";8;15;"7 dagen";"Nooit";"Nooit";"Nooit";4;0;0;0;"INAL2W1,INAL3W1,INAL4W1";"none";310;1;NA;NA;2;2;12;90;107;1;1;1;97;3.57142857142857;2.71428571428571;4;2.4;2.88888888888889;2.33333333333333;3.2;3.5;4;3.25;3.25
32;"22";"8";"Meisje";13.01615;"Nederland";"Nederlander";"Havo";"completed";NA;7;8;"Ik heb een iPhone";"7 keer  per week";5;100;"7 dagen";"1 dag";"7 dagen";"7 dagen";4;1;3;3;NA;"multiple";2400;3;7;7;4;3;9;69;48;0;0;1;94;4;1.42857142857143;4;2.4;3.66666666666667;3;2.6;4.25;3;4.25;1.25
306;"13";"8";"Meisje";13.68708;"Nederland";"Nederlander";"Vmbo";"completed";NA;7;1;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";15;100;"7 dagen";"5 dagen";"7 dagen";"7 dagen";22;1;10;12;NA;"multiple";538;4;6;7;6;5;12;91;46;0;1;0;98;4.71428571428571;1.71428571428571;4.5;1.2;3.22222222222222;5;2.4;4;5;2.5;3
257;"16";"8";"Meisje";13.2683;"Nederland";"Nederlander";"Vmbo";"completed";NA;5;7;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";4;3;"7 dagen";"2 dagen";"6 dagen";"2 dagen";2;1;3;1;NA;"one";480;4;5;6;5;5;6;85;96;0;1;0;100;3.57142857142857;2;4;3.2;3.66666666666667;4.33333333333333;3.6;4.5;3;3.5;1.25
120;"19";"8";"Meisje";13.60175;"Nederland";"Nederlander";"Vmbo";"completed";NA;6;7;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";15;300;"7 dagen";"1 dag";"1 dag";"1 dag";20;4;2;2;NA;"multiple";610;4;7;6;3;2;7;90;47;0;1;1;82;3.57142857142857;2.42857142857143;3.75;3.2;2.22222222222222;2;2.8;3.75;1;3;2
294;"20";"8";"Meisje";13.6865;"Nederland";"Nederlander";"Vwo (Atheneum/Gymnasium)";"completed";NA;5;6;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";6;10;"7 dagen";"Nooit";"1 dag";"1 dag";6;0;2;2;"INAL2W1";"none";243;6;8;NA;6;6;2;120;121;0;1;0;100;3.14285714285714;2.71428571428571;3;2.8;3.11111111111111;7;3.8;3.25;3;3;1
316;"9";"8";"Jongen";13.35281;"Nederland";"Nederlander";"Vmbo";"completed";NA;7;1;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"2 keer  per week";1;3;"1 dag";"Nooit";"Nooit";"1 dag";1;0;0;1;"INAL5W1";"none";56;1;8;NA;1;2;17;60;NA;0;1;0;81;4;3;4.25;1.2;4;2;1.2;4.5;3;3.5;1
153;"3";"8";"Meisje";13.84802;"Nederland";"Nederlander";"Havo";"completed";NA;7;1;"Ik heb een iPhone";"7 keer  per week";5;120;"7 dagen";"1 dag";"1 dag";"1 dag";3;1;2;3;NA;"one";350;3;7;5;4;4;9;111;116;0;0;1;99;3.85714285714286;1.28571428571429;5;1;3.33333333333333;2;2.6;5;4;1;1
54;"15";"8";"Meisje";13.76327;"Nederland";"Nederlander";"Vwo (Atheneum/Gymnasium)";"completed";NA;6;9;"Ik heb een iPhone";"3 keer  per week";2;5;"3 dagen";"Nooit";"Nooit";"Nooit";2;0;0;0;"INAL3W1";"none";220;2;NA;NA;NA;NA;20;113;106;0;1;0;100;4;1.28571428571429;4.5;1;4.55555555555556;2.33333333333333;1.4;4.25;4;4;1
298;"22";"8";"Meisje";13.51984;"Nederland";"Nederlander";"Havo";"completed";"public";5;7;"Ik heb een iPhone";"7 keer  per week";10;300;"7 dagen";"4 dagen";"7 dagen";"7 dagen";20;2;10;10;NA;"one";900;5;5;5;6;5;8;98;74;1;1;1;100;2.85714285714286;3.42857142857143;3.25;2.2;2.44444444444444;3;4.2;3.75;5;3.25;1.75
45;"16";"8";"Jongen";13.6022;"Nederland";"Nederlander";"Vmbo";"completed";"public";7;1;"Ik heb een iPhone";"7 keer  per week";3;50;"7 dagen";"Nooit";"Nooit";"Nooit";7;0;0;0;"INAL2W1,INAL3W1,INAL4W1";"none";660;3;NA;NA;4;4;15;107;59;1;1;1;100;4.85714285714286;1;5;1;3.11111111111111;1;2.6;4;1;3;5
250;"3";"8";"Jongen";13.60162;"Nederland";"Nederlander";"Vwo (Atheneum/Gymnasium)";"completed";NA;5;7;"Ik heb een iPhone";"7 keer  per week";3;30;"7 dagen";"Nooit";"Nooit";"Nooit";3;0;0;0;"INAL2W1,INAL3W1,INAL4W1";"none";160;2;NA;NA;4;2;8;99;103;0;1;0;100;3.71428571428571;1.42857142857143;4.5;1;3.22222222222222;1.33333333333333;1.6;4.5;1;2.25;3
78;"4";"8";"Jongen";13.43474;"Nederland";"Nederlander";"Havo";"completed";NA;7;1;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";1;15;"7 dagen";"Nooit";"Nooit";"Nooit";1;0;0;0;"INAL2W1";"none";300;3;NA;NA;1;1;8;41;NA;0;1;0;95;4.71428571428571;1.42857142857143;4.75;1;3.22222222222222;4.66666666666667;2.8;3;0;2.25;1
384;"3";"8";"Meisje";13.9329;"Nederland";"Nederlander";"Havo";"completed";NA;4;5;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";3;30;"6 dagen";"1 dag";"Nooit";"Nooit";3;1;0;0;"INAL3W1,INAL4W1";"one";250;4;6;6;5;3;5;89;79;0;0;0;97;3.14285714285714;2.28571428571429;2.75;1.8;3.88888888888889;4.33333333333333;2.2;4.5;2;4.25;2
385;"2";"8";"Meisje";13.84828;"Nederland";"Nederlander";"Vwo (Atheneum/Gymnasium)";"completed";"smallgroup";6;8;"Ik heb een iPhone";"7 keer  per week";8;60;"7 dagen";"Nooit";"Nooit";"Nooit";8;0;0;0;"INAL5W1";"none";250;1;NA;NA;NA;NA;4;109;118;1;1;1;100;4;3;4.25;2.4;4.55555555555556;7;2.8;3.25;4;4.25;3
262;"4";"8";"Meisje";13.35282;"Nederland";"Nederlander";"Havo";"completed";NA;7;1;"Ik heb een iPhone";"7 keer  per week";20;60;"7 dagen";"1 dag";"4 dagen";"4 dagen";30;1;3;3;NA;"none";300;2;7;7;5;2;20;105;42;0;1;0;100;4.14285714285714;2;4.5;1;3;3;2.4;5;3;4;1
72;"16";"8";"Jongen";13.84873;"Nederland";"Nederlander";"Vmbo";"completed";"other";7;1;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";2;5;"7 dagen";"Nooit";"3 dagen";"3 dagen";2;0;1;1;"INAL2W1";"none";240;5;7;6;6;5;8;99;107;1;1;1;100;4.28571428571429;1.14285714285714;5;1;4.33333333333333;2.33333333333333;1.4;4.25;2;5;1
25;"16";"8";"Jongen";13.68701;"Nederland";"Nederlander";"Vmbo";"completed";NA;4;6;"Ik heb een iPhone";"Nooit";0;0;"7777";"7777";"7777";"9999";7777;7777;7777;7777;NA;"none";7777;NA;NA;NA;NA;NA;5;109;97;0;1;0;73;2.71428571428571;3;4;1.8;4.33333333333333;3.33333333333333;1.8;3.75;5;3.25;1.75
152;"19";"8";"Meisje";13.84815;"Nederland";"Nederlander";"Vmbo";"completed";NA;7;1;"Ik heb een iPhone";"7 keer  per week";1;5;"6 dagen";"1 dag";"Nooit";"1 dag";1;0;1;0;"INAL3W1";"none";279;1;2;6;6;1;4;95;52;0;1;0;72;3.14285714285714;2.57142857142857;4;1;4.44444444444444;2.33333333333333;1.6;4.75;2;4.5;1
305;"2";"8";"Meisje";13.26783;"Nederland";"Nederlander";"Vwo (Atheneum/Gymnasium)";"completed";NA;6;9;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";3;40;"6 dagen";"1 dag";"1 dag";"1 dag";2;1;1;1;NA;"none";460;4;5;5;5;4;8;83;84;0;1;0;100;3.71428571428571;1.57142857142857;4.5;1.2;3.55555555555556;4;2.6;4.25;3;2.25;1.5
118;"4";"8";"Meisje";13.43494;"Nederland";"Nederlander";"Havo";"completed";"smallgroup";7;6;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";5;5;"7 dagen";"Nooit";"Nooit";"Nooit";5;0;0;0;"INAL2W1,INAL3W1,INAL4W1";"one";220;1;NA;NA;3;1;7;81;67;1;1;1;100;3.85714285714286;2.57142857142857;3;1;4.77777777777778;5;1.6;4.25;3;3;2.75
155;"25";"8";"Meisje";14.01561;"Nederland";"Nederlander";"Vmbo";"attrition";NA;7;1;"Ik heb een iPhone";"7 keer  per week";3;120;"7 dagen";"1 dag";"2 dagen";"2 dagen";3;1;1;1;NA;"one";400;4;6;6;6;4;11;61;NA;0;0;0;81;4.42857142857143;2.42857142857143;5;1;4.33333333333333;1;2.8;4.5;0;3;1
212;"16";"8";"Meisje";13.01642;"Nederland";"Nederlander";"Vmbo";"completed";"smallgroup";6;8;"Ik heb een iPhone";"7 keer  per week";4;30;"7 dagen";"5 dagen";"5 dagen";"1 dag";3;1;2;1;NA;"one";300;4;8;NA;4;4;4;103;111;1;1;1;100;3.85714285714286;2;4.5;2.2;4.11111111111111;3.66666666666667;1.8;4;0;4;1
293;"3";"8";"Jongen";13.35247;"Nederland";"Nederlander";"Vwo (Atheneum/Gymnasium)";"completed";"public";6;9;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";6;60;"7 dagen";"Nooit";"Nooit";"Nooit";2;0;0;0;"INAL3W1,INAL4W1";"none";550;3;NA;NA;6;3;8;115;111;1;1;1;100;4.28571428571429;1.57142857142857;4.25;1;3.77777777777778;2;1.6;4.25;2;2.5;2
290;"20";"8";"Jongen";13.43474;"Nederland";"Nederlander";"Vwo (Atheneum/Gymnasium)";"completed";NA;6;1;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"6 keer  per week";4;30;"7 dagen";"1 dag";"1 dag";"1 dag";4;1;1;2;NA;"one";50;1;9;6;3;3;5;79;30;0;1;0;94;3.71428571428571;1.85714285714286;4.75;1;3.66666666666667;2.33333333333333;2;4.25;5;3.5;1
270;"4";"8";"Jongen";13.84836;"Nederland";"Nederlander";"Havo";"completed";NA;7;9;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";5;50;"6 dagen";"1 dag";"4 dagen";"4 dagen";20;0;5;5;NA;"none";400;3;7;5;4;4;10;100;95;0;1;0;100;4.57142857142857;2.14285714285714;5;1.6;4.22222222222222;2;2.2;4.25;1;2.75;1
