"X...ID";"ClassNr";"Grade";"Sex";"AgeW1";"ETH01";"ETH03";"EduLevel";"StateW16";"TypeD1";"AWB01W14";"CWB01W14";"MPT01W14";"INTGDW1";"INTGFW1";"INTGMW1";"INPD1W1";"INAD1W1";"INPD2W1";"INAD2W1";"INPF1W1";"INAF1W1";"INPF2W1";"INAF2W1";"INAL0W1";"INC01W13";"INF01W1";"INF02W1";"FBI01W1R";"FBI02W1";"IFI01W1";"IFI02W1";"FNr01W1";"NCompletedE1";"NCompletedE2";"donated";"DDPcomp";"intended";"numcompl";"PAF";"NAF";"SEEW14";"LONW14";"SRT14";"SCPW1";"MPSW1";"FQW1";"PRW14";"PMKW14";"ADSW14"
115;"13";"8";"Jongen";14.18265;"Nederland";"Nederlander";"Vmbo";"attrition";NA;7;1;"Ik heb een iPhone";"7 keer  per week";8;30;"7 dagen";"1 dag";"Nooit";"3 dagen";10;1;0;2;"INAL3W1";"one";606;1;7;7;4;4;7;52;NA;0;0;0;50;4.85714285714286;1.28571428571429;4;3.4;3.66666666666667;1.33333333333333;1.6;4.25;4;2;2
26;"20";"8";"Jongen";13.01595;"Nederland";"Nederlander";"Vwo (Atheneum/Gymnasium)";"completed";"public";6;6;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";4;30;"7 dagen";"Nooit";"Nooit";"Nooit";2;0;0;0;"INAL3W1,INAL4W1";"none";320;3;NA;NA;6;2;8;90;114;1;1;1;98;4.14285714285714;1.14285714285714;4.5;2.4;3.88888888888889;3.33333333333333;1.4;4.25;3;3;2.25
30;"22";"8";"Meisje";13.35283;"Nederland";"Nederlander";"Havo";"completed";NA;5;8;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";5;20;"7 dagen";"Nooit";"Nooit";"Nooit";3;1;1;1;"INAL2W1,INAL3W1,INAL4W1";"none";430;4;NA;NA;6;5;15;116;117;0;1;0;100;3.71428571428571;2;3.5;1.6;3.22222222222222;4.33333333333333;2.4;4.25;3;3;1
122;"9";"8";"Meisje";12.93433;"Nederland";"Nederlander";"Vmbo";"completed";NA;7;9;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"4 keer  per week";3;5;"1 dag";"1 dag";"1 dag";"1 dag";2;1;3;1;NA;"multiple";530;1;8;NA;1;1;6;106;11;0;1;0;100;4.57142857142857;1.85714285714286;4.25;1.2;4.33333333333333;2;1.6;4.25;5;3;2
337;"15";"8";"Meisje";13.35264;"Nederland";"Nederlander";"Vwo (Atheneum/Gymnasium)";"completed";"public";6;7;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";3;15;"7 dagen";"1 dag";"1 dag";"2 dagen";2;1;1;2;NA;"none";385;1;7;7;2;1;8;105;99;1;0;1;99;3.57142857142857;2.57142857142857;3.5;1.6;3.88888888888889;4;1.2;3.75;4;4;1.5
36;"20";"8";"Meisje";12.84893;"Nederland";"Nederlander";"Vwo (Atheneum/Gymnasium)";"completed";NA;7;1;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";10;30;"7 dagen";"Nooit";"2 dagen";"1 dag";10;0;1;1;"INAL2W1";"one";300;1;8;NA;2;1;12;111;115;0;1;0;100;2.85714285714286;1.14285714285714;4.25;1;4;1.33333333333333;2.2;4;3;4.25;1
70;"19";"8";"Meisje";13.51961;"Nederland";"Nederlander";"Vmbo";"completed";NA;6;9;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";3;60;"7 dagen";"1 dag";"Nooit";"Nooit";4;1;0;0;"INAL5W1";"none";130;1;6;6;2;2;5;65;63;0;1;0;94;3.42857142857143;2.85714285714286;4.25;2;4.55555555555556;3;1.6;4;5;2.25;1
14;"2";"8";"Meisje";13.7634;"Nederland";"Nederlander";"Vwo (Atheneum/Gymnasium)";"completed";NA;7;9;"Ik heb een iPhone";"7 keer  per week";4;60;"7 dagen";"1 dag";"Nooit";"Nooit";3;1;0;0;"INAL3W1,INAL4W1";"none";700;2;8;NA;5;2;14;103;47;0;1;0;100;2.85714285714286;2.71428571428571;4.25;1.2;4.55555555555556;5;1.8;4;2;5;1
199;"4";"8";"Meisje";13.7635;"Nederland";"Nederlander";"Havo";"completed";NA;7;1;"Ik heb een iPhone";"7 keer  per week";5;50;"7 dagen";"1 dag";"Nooit";"Nooit";5;1;0;0;"INAL3W1,INAL4W1";"multiple";480;4;7;2;6;2;10;117;89;0;1;0;100;3.71428571428571;1.85714285714286;4.75;3.6;3.44444444444444;3.33333333333333;2.8;4.5;2;3.25;1.75
253;"22";"8";"Meisje";13.52;"Nederland";"Nederlander";"Havo";"completed";NA;4;6;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";5;10;"7 dagen";"1 dag";"1 dag";"1 dag";11;1;1;2;NA;"none";500;1;9;4;2;1;6;114;69;0;1;0;94;3;2.14285714285714;4.75;1;4.77777777777778;1.33333333333333;2.4;4.25;1;1.25;1
204;"29";"8";"Jongen";13.26818;"Nederland";"Nederlander";"Vmbo";"completed";NA;7;1;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";3;10;"7 dagen";"Nooit";"3 dagen";"3 dagen";3;0;2;1;"INAL2W1";"none";222;1;7;7;6;5;12;91;45;0;1;1;66;4.14285714285714;1.71428571428571;4.25;3.2;3.77777777777778;3;2.4;4.25;4;4.75;2.5
345;"16";"8";"Jongen";13.18348;"Nederland";"Nederlander";"Vmbo";"completed";NA;6;8;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";3;2;"Nooit";"1 dag";"7 dagen";"2 dagen";0;0;1;2;"INAL1W1";"one";406;2;6;4;4;1;3;93;87;0;1;0;100;4.42857142857143;2.85714285714286;4;1;3.55555555555556;2.33333333333333;2.8;4;4;3.5;2.75
133;"19";"8";"Jongen";14.35179;"Nederland";"Nederlander";"Vmbo";"completed";NA;4;7;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";3;15;"Nooit";"Nooit";"7 dagen";"Nooit";0;0;10;0;"INAL1W1";"none";20;1;NA;NA;NA;NA;10;73;18;0;0;0;95;3.71428571428571;2.14285714285714;3.75;2.8;3.33333333333333;2.33333333333333;2.2;3.25;3;2;2
86;"2";"8";"Meisje";15.76476;"Nederland";"Nederlander";"Vwo (Atheneum/Gymnasium)";"completed";NA;7;7;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";6;50;"7 dagen";"Nooit";"2 dagen";"1 dag";6;0;4;2;"INAL5W1";"none";100;2;8;NA;2;3;5;83;32;0;1;0;100;3.85714285714286;1.71428571428571;4.5;1.4;3.11111111111111;3.33333333333333;2.4;4;5;3.5;1.5
71;"4";"8";"Jongen";13.3528;"Nederland";"Nederlander";"Havo";"completed";NA;6;7;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";5;15;"7 dagen";"1 dag";"1 dag";"1 dag";5;1;1;1;NA;"none";650;3;8;NA;5;2;5;53;95;0;0;0;91;4;2.28571428571429;5;1.4;2.55555555555556;3;2.6;3.75;2;2.75;1.75
256;"27";"8";"Meisje";13.18317;"Nederland";"Nederlander";"Havo";"completed";"smallgroup";6;9;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";2;30;"7 dagen";"Nooit";"Nooit";"Nooit";2;0;0;0;"INAL2W1,INAL3W1,INAL4W1";"one";240;4;NA;NA;3;3;3;105;105;1;0;1;100;3.85714285714286;1.71428571428571;3.5;1;3.66666666666667;4;1.8;4.25;0;3;1
202;"13";"8";"Jongen";14.35237;"Nederland";"Nederlander";"Vmbo";"completed";NA;6;8;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";7;15;"7 dagen";"Nooit";"Nooit";"1 dag";3;0;0;1;"INAL2W1";"none";450;4;8;NA;5;3;30;105;62;0;0;0;91;3.85714285714286;2.14285714285714;4.25;2.4;3.11111111111111;4;2.4;3.5;5;2;2.5
285;"9";"8";"Meisje";13.84873;"Nederland";"Nederlander";"Vmbo";"completed";NA;6;9;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";4;30;"7 dagen";"2 dagen";"Nooit";"1 dag";2;1;0;2;"INAL5W1";"none";341;4;7;3;7;3;5;67;27;0;1;0;100;4.28571428571429;1.71428571428571;4.25;2.2;3.55555555555556;3.66666666666667;2.6;4;3;3.75;2
327;"30";"9";"Meisje";15.01721;"Nederland";"Nederlander";"Vwo (Atheneum/Gymnasium)";"completed";NA;5;4;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";3;25;"7 dagen";"1 dag";"1 dag";"2 dagen";4;0;1;5;NA;"one";500;2;5;5;3;2;3;124;115;0;1;0;100;3.14285714285714;2.28571428571429;4.5;2.2;3.88888888888889;2.33333333333333;2;4.5;3;4.75;1.5
341;"24";"9";"Jongen";14.35489;"Nederland";"Nederlander";"Vmbo";"completed";NA;5;8;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";3;20;"7 dagen";"Nooit";"7 dagen";"7 dagen";1;0;4;4;"INAL2W1";"one";550;2;6;6;1;5;10;113;116;0;1;0;94;3.14285714285714;3.57142857142857;2.5;3;3;2.33333333333333;2.6;4;4;2;3.5
197;"10";"9";"Jongen";14.85055;"Nederland";"Nederlander";"Vmbo";"attrition";NA;NA;NA;NA;"7 keer  per week";4;30;"7 dagen";"2 dagen";"1 dag";"1 dag";4;1;1;2;NA;"one";750;5;8;NA;6;6;40;105;NA;0;0;0;81;4.14285714285714;1.57142857142857;NA;NA;NA;5.66666666666667;3.8;4.25;0;NA;NA
318;"11";"9";"Meisje";15.18467;"Nederland";"Nederlander";"Vmbo";"completed";NA;6;9;"Ik heb een iPhone";"7 keer  per week";20;10;"7 dagen";"Nooit";"2 dagen";"6 dagen";20;0;4;4;"INAL2W1";"one";1800;4;6;5;6;4;5;79;47;0;1;0;100;3;2.71428571428571;5;2.6;3.11111111111111;6.66666666666667;4.2;4.5;2;4;1
354;"1";"9";"Meisje";14.60367;"Nederland";"Nederlander";"Vmbo";"completed";"smallgroup";7;1;"Ik heb een iPhone";"7 keer  per week";5;30;"7 dagen";"1 dag";"7 dagen";"7 dagen";10;0;5;5;NA;"none";550;1;8;NA;7;1;20;77;57;1;1;1;94;2.57142857142857;2;2.5;2;3.66666666666667;2;3.6;4.75;0;2;1
50;"5";"9";"Meisje";15.01719;"Nederland";"Nederlander";"Vmbo";"completed";"public";6;7;"Ik heb een iPhone";"7 keer  per week";4;60;"7 dagen";"1 dag";"7 dagen";"2 dagen";4;0;2;2;NA;"none";670;3;7;6;4;3;9;102;53;1;0;1;99;3.71428571428571;2.71428571428571;3.5;2;3.77777777777778;4.66666666666667;2.2;4;3;2;2
388;"1";"9";"Meisje";14.93495;"Nederland";"Nederlander";"Vmbo";"completed";"other";7;1;"Ik heb een iPhone";"7 keer  per week";5;30;"7 dagen";"Nooit";"Nooit";"4 dagen";5;0;0;5;"INAL2W1";"multiple";330;3;5;5;6;5;8;117;72;1;1;1;100;3.71428571428571;1.71428571428571;4.25;1;3.55555555555556;3.66666666666667;1.8;4.25;2;3.25;1.25
99;"28";"9";"Jongen";14.85029;"Nederland";"Nederlander";"Vmbo";"completed";"public";6;7;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";7;40;"7 dagen";"3 dagen";"7 dagen";"5 dagen";120;1;2;2;NA;"one";680;3;6;6;4;1;10;73;26;1;0;1;68;3.57142857142857;2;4.5;1.8;3.22222222222222;4;3;3.75;2;1.25;1.5
166;"21";"9";"Jongen";16.27161;"Anders";"Nederlander";"Havo";"completed";NA;4;5;"Ik heb een iPhone";"7 keer  per week";25;25;"7 dagen";"Nooit";"4 dagen";"4 dagen";25;1;15;15;"INAL5W1";"one";450;2;8;NA;4;4;8;95;55;0;1;0;100;3;3;2.75;3;2.88888888888889;3.33333333333333;3.6;3.25;2;3;3
325;"6";"9";"Jongen";14.43711;"Nederland";"Nederlander";"Havo";"completed";"public";4;3;"Ik heb een iPhone";"7 keer  per week";2;15;"7 dagen";"Nooit";"Nooit";"Nooit";2;0;0;0;"INAL2W1";"none";500;1;NA;NA;3;3;6;117;99;1;0;1;99;3.71428571428571;2.57142857142857;5;2;4.55555555555556;2.33333333333333;2.4;3.75;0;2.5;1
243;"7";"9";"Meisje";14.85008;"Nederland";"Nederlander";"Havo";"completed";NA;4;6;"Ik heb een iPhone";"7 keer  per week";3;10;"7 dagen";"1 dag";"4 dagen";"5 dagen";3;1;2;2;NA;"none";510;4;7;6;6;6;2;113;52;0;1;0;100;3.71428571428571;3.14285714285714;4;1.2;2.55555555555556;3.66666666666667;3.6;4.5;1;2.5;1
280;"30";"9";"Meisje";15.10208;"Nederland";"Nederlander";"Vwo (Atheneum/Gymnasium)";"completed";NA;5;6;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";4;20;"6 dagen";"Nooit";"2 dagen";"2 dagen";3;0;1;1;"INAL2W1";"one";298;2;8;NA;2;2;12;94;117;0;1;0;100;3.71428571428571;2.28571428571429;3.75;3;3.22222222222222;2;2;4.25;1;2.25;2.25
383;"8";"8";"Meisje";14.10286;"Nederland";"Nederlander";"Vmbo";"completed";"public";4;5;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";6;30;"7 dagen";"1 dag";"4 dagen";"4 dagen";6;1;2;2;NA;"none";460;4;8;NA;5;5;3;40;65;1;0;1;97;2.85714285714286;2.71428571428571;1;4;2.33333333333333;4.66666666666667;3.6;4;2;3.25;3
48;"31";"9";"Meisje";14.35489;"Nederland";"Nederlander";"Vmbo";"completed";NA;3;2;"Ik heb een iPhone";"5 keer  per week";6;60;"7 dagen";"Nooit";"7 dagen";"2 dagen";7;1;5;2;"INAL2W1";"one";389;1;9;6;4;2;8;112;94;0;1;0;93;3.57142857142857;3.14285714285714;1.5;1.2;1.88888888888889;3.33333333333333;4;4.25;3;2.75;3.5
386;"10";"9";"Jongen";14.52197;"Nederland";"Nederlander";"Vmbo";"completed";"public";7;1;"Ik heb een iPhone";"4 keer  per week";1;60;"4 dagen";"1 dag";"3 dagen";"3 dagen";5;1;3;2;NA;"multiple";860;2;7;7;6;4;15;105;13;1;1;1;94;4.85714285714286;1.71428571428571;4;1;4.11111111111111;4.33333333333333;3.4;5;1;3;2.75
64;"18";"9";"Jongen";14.27036;"Nederland";"Nederlander";"Vwo (Atheneum/Gymnasium)";"completed";NA;6;9;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"Nooit";0;0;"7777";"7777";"7777";"9999";7777;7777;7777;7777;NA;"none";7777;NA;NA;NA;NA;NA;15;92;93;0;1;1;100;3.85714285714286;2.28571428571429;4.5;1;4.22222222222222;1;2.2;3.5;2;1;4.5
258;"5";"9";"Jongen";14.52155;"Nederland";"Nederlander";"Vmbo";"completed";"other";3;1;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"Nooit";0;0;"7777";"7777";"7777";"9999";7777;7777;7777;7777;NA;"none";7777;NA;NA;NA;NA;NA;16;104;89;1;1;1;100;2.57142857142857;3.57142857142857;1.5;3.2;2.66666666666667;1;3.4;4;2;2;5
121;"6";"9";"Jongen";14.4372;"Nederland";"Nederlander";"Havo";"completed";NA;7;9;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";30;1080;"7 dagen";"Nooit";"7 dagen";"7 dagen";50;0;5;5;"INAL2W1";"none";1139;2;8;NA;2;4;4;117;114;0;1;0;94;3;2.57142857142857;3.75;3;2;3.66666666666667;2;3.75;2;2;1.75
326;"30";"9";"Meisje";14.60377;"Nederland";"Nederlander";"Vwo (Atheneum/Gymnasium)";"completed";NA;6;7;"Ik heb een iPhone";"7 keer  per week";30;60;"7 dagen";"1 dag";"7 dagen";"7 dagen";300;1;50;30;NA;"none";804;3;7;6;4;4;8;114;74;0;0;1;99;3.57142857142857;2.71428571428571;4;1.2;3;3.66666666666667;3.2;3.25;3;2.25;3
31;"24";"9";"Meisje";15.01729;"Nederland";"Nederlander";"Vmbo";"completed";"smallgroup";4;5;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";3;10;"7 dagen";"Nooit";"Nooit";"Nooit";3;0;0;0;"INAL3W1,INAL4W1";"none";175;2;NA;NA;4;4;5;97;83;1;1;1;100;3.42857142857143;2.14285714285714;3.25;5;3.44444444444444;3.66666666666667;1.4;4.5;5;3;1
114;"6";"9";"Jongen";15.93745;"Nederland";"Nederlander";"Havo";"completed";NA;6;8;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";4;30;"3 dagen";"Nooit";"1 dag";"Nooit";1;0;1;0;"INAL4W1";"none";894;3;NA;NA;2;3;6;107;111;0;1;1;100;3.28571428571429;2;4;1;2.77777777777778;2.33333333333333;2.8;3.5;2;2.5;1.25
46;"26";"9";"Jongen";14.93563;"Nederland";"Nederlander";"Vwo (Atheneum/Gymnasium)";"completed";NA;6;8;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"Nooit";0;0;"7777";"7777";"7777";"9999";7777;7777;7777;7777;NA;"none";7777;NA;NA;NA;NA;NA;2;55;7;0;1;0;94;4.42857142857143;2.28571428571429;3.5;2;2.66666666666667;3.33333333333333;1.8;4;2;2.5;1
11;"1";"9";"Jongen";14.85007;"Nederland";"Nederlander";"Vmbo";"attrition";NA;6;8;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";10;60;"7 dagen";"1 dag";"Nooit";"1 dag";8;2;2;3;"INAL3W1";"one";1014;4;7;6;5;6;12;93;15;0;0;0;88;4;2;4.5;1;2.55555555555556;3.66666666666667;3.4;4.25;1;1.75;1
220;"28";"9";"Jongen";14.35487;"Nederland";"Nederlander";"Vmbo";"completed";NA;7;1;"Ik heb een iPhone";"7 keer  per week";2;30;"7 dagen";"Nooit";"1 dag";"1 dag";2;0;1;1;"INAL2W1";"none";289;3;8;NA;4;3;10;97;72;0;1;0;100;4;2.42857142857143;3.5;1.2;3;3.66666666666667;1.6;4;3;3;2.75
317;"6";"9";"Meisje";14.60411;"Nederland";"Nederlander";"Havo";"completed";"smallgroup";7;1;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";20;100;"7 dagen";"1 dag";"2 dagen";"2 dagen";20;1;1;1;NA;"multiple";760;3;4;4;5;5;5;112;93;1;1;1;100;3.28571428571429;2.85714285714286;3.5;1.6;2.33333333333333;3.33333333333333;2.4;3.75;3;2.5;2
156;"18";"9";"Meisje";14.68914;"Nederland";"Nederlander";"Vwo (Atheneum/Gymnasium)";"completed";NA;5;7;"Ik heb een iPhone";"5 keer  per week";6;15;"6 dagen";"Nooit";"Nooit";"Nooit";5;0;0;0;"INAL2W1,INAL4W1";"none";240;2;NA;NA;4;3;5;65;18;0;1;0;94;3.71428571428571;1.71428571428571;4.25;2;4.11111111111111;3.33333333333333;2.2;4.5;2;3.5;1
161;"7";"9";"Jongen";14.85008;"Anders";"Nederlander";"Havo";"completed";NA;7;8;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";25;120;"7 dagen";"1 dag";"5 dagen";"1 dag";60;2;2;6;NA;"one";623;3;8;NA;4;3;8;114;104;0;1;0;100;4.28571428571429;1.42857142857143;4.25;1.4;4;1.66666666666667;3.2;3.5;1;3.5;1
375;"14";"9";"Meisje";15.35395;"Nederland";"Anders";"Vmbo";"completed";"smallgroup";3;4;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";5;120;"7 dagen";"4 dagen";"7 dagen";"3 dagen";5;1;2;1;NA;"multiple";300;3;6;6;6;3;2;95;99;1;1;1;100;1.57142857142857;3.85714285714286;1.25;4;2.11111111111111;4.66666666666667;3.8;2.25;1;2.75;1
39;"6";"9";"Meisje";14.01797;"Nederland";"Nederlander";"Havo";"completed";"smallgroup";4;8;"Ik heb een iPhone";"7 keer  per week";3;5;"7 dagen";"3 dagen";"5 dagen";"5 dagen";3;1;3;3;NA;"none";622;3;6;6;4;3;12;108;93;1;0;1;100;4;1.71428571428571;4;3;3.44444444444444;2;2.2;5;2;3;2
60;"18";"9";"Meisje";14.18547;"Nederland";"Nederlander";"Vwo (Atheneum/Gymnasium)";"partially completed";NA;5;6;"Ik heb een iPhone";"7 keer  per week";6;10;"7 dagen";"Nooit";"5 dagen";"4 dagen";4;0;2;2;"INAL2W1";"none";520;3;8;NA;4;3;4;89;42;0;0;0;97;3.42857142857143;2.28571428571429;3.75;1.4;3;3.66666666666667;2.6;3.5;2;3;1
110;"7";"9";"Jongen";14.18479;"Nederland";"Nederlander";"Havo";"completed";"smallgroup";7;1;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";5;60;"7 dagen";"1 dag";"7 dagen";"5 dagen";5;1;5;3;NA;"none";170;3;6;4;1;2;6;89;96;1;1;1;97;2.28571428571429;2.57142857142857;4.5;1.8;2.88888888888889;4.33333333333333;2.2;4.25;3;1.5;4
224;"5";"9";"Meisje";14.35464;"Nederland";"Anders";"Vmbo";"completed";NA;NA;NA;NA;"7 keer  per week";4;20;"7 dagen";"7 dagen";"7 dagen";"7 dagen";4;4;4;4;NA;"multiple";700;7;6;4;7;7;2;38;NA;0;1;0;66;3.14285714285714;3.28571428571429;NA;NA;NA;6;2;3.5;0;NA;NA
381;"6";"9";"Jongen";14.85052;"Nederland";"Nederlander";"Havo";"completed";NA;7;1;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";5;60;"7 dagen";"Nooit";"4 dagen";"4 dagen";5;0;1;1;"INAL2W1";"none";800;2;7;7;4;4;4;92;20;0;0;0;91;4.28571428571429;1.71428571428571;5;1;3.55555555555556;2.66666666666667;2.8;4.75;1;1;2.25
158;"21";"9";"Meisje";13.93627;"Nederland";"Nederlander";"Havo";"completed";"public";5;7;"Ik heb een iPhone";"7 keer  per week";10;30;"7 dagen";"4 dagen";"7 dagen";"7 dagen";10;1;5;3;NA;"one";800;4;6;6;4;3;7;94;57;1;0;1;74;4;3.71428571428571;3.75;2.6;2.55555555555556;4;4;4.5;3;3.25;3
41;"7";"9";"Jongen";15.60299;"Nederland";"Nederlander";"Havo";"completed";NA;6;6;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"1 keer  per week";1;3;"1 dag";"Nooit";"Nooit";"Nooit";1;0;0;0;"INAL2W1";"none";25;1;NA;NA;1;1;3;88;69;0;1;0;69;3.71428571428571;2.14285714285714;3.25;1.2;3.33333333333333;5.66666666666667;1.8;4;4;1.25;1
249;"30";"9";"Meisje";14.43676;"Nederland";"Nederlander";"Vwo (Atheneum/Gymnasium)";"completed";"smallgroup";4;5;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";6;15;"7 dagen";"1 dag";"5 dagen";"5 dagen";5;1;7;7;NA;"multiple";1810;4;6;6;4;4;3;121;118;1;1;1;100;2.71428571428571;3.42857142857143;2.75;4.2;3.66666666666667;6;2.4;3.5;1;2.75;3
61;"17";"8";"Meisje";13.85099;"Nederland";"Nederlander";"Vmbo";"completed";"smallgroup";6;8;"Ik heb een Android (bijv. Samsung, Motorla, Huawei)";"7 keer  per week";10;80;"7 dagen";"Nooit";"1 dag";"1 dag";7;0;2;1;"INAL2W1";"multiple";300;2;7;6;4;2;6;101;92;1;1;1;100;3.85714285714286;2.42857142857143;3.5;2.4;3;2.66666666666667;2.2;4.75;2;4;1.75
